filename,width,height,class,xmin,ymin,xmax,ymax
12855.jpg,1920,1080,forklift,1123,455,1665,872
12855.jpg,1920,1080,forklift,995,607,1250,863
12856.jpg,1920,1080,forklift,464,495,660,656
12856.jpg,1920,1080,forklift,1616,313,1805,460
12857.jpg,1920,1080,forklift,340,633,652,897
12857.jpg,1920,1080,forklift,303,361,422,438
12860.jpg,1920,1080,forklift,332,546,707,922
12860.jpg,1920,1080,forklift,302,381,551,581
12861.jpg,1920,1080,forklift,828,953,917,1048
12861.jpg,1920,1080,forklift,938,327,1063,475
12862.jpg,1920,1080,forklift,1039,339,1468,745
12862.jpg,1920,1080,forklift,970,296,1193,520
12863.jpg,1920,1080,forklift,693,705,1051,1044
12863.jpg,1920,1080,forklift,82,142,337,390
12864.jpg,1920,1080,forklift,189,334,439,585
12864.jpg,1920,1080,forklift,1264,225,1516,492
12865.jpg,1920,1080,forklift,1194,539,1385,731
12865.jpg,1920,1080,forklift,400,23,607,180
12866.jpg,1920,1080,forklift,1386,687,1685,938
12866.jpg,1920,1080,forklift,807,199,1299,601
12867.jpg,1920,1080,forklift,1047,57,1478,538
12867.jpg,1920,1080,forklift,814,151,1052,404
12870.jpg,1920,1080,forklift,621,486,847,627
12870.jpg,1920,1080,forklift,1224,88,1753,418
12871.jpg,1920,1080,forklift,1308,279,1560,546
12871.jpg,1920,1080,forklift,769,90,1186,533
12872.jpg,1920,1080,forklift,1454,581,1866,880
12872.jpg,1920,1080,forklift,408,190,607,319
12873.jpg,1920,1080,forklift,622,505,1179,862
12873.jpg,1920,1080,forklift,86,309,498,608
12874.jpg,1920,1080,forklift,254,669,566,933
12874.jpg,1920,1080,forklift,315,268,399,357
12875.jpg,1920,1080,forklift,1408,660,1689,890
12875.jpg,1920,1080,forklift,244,783,333,850
12876.jpg,1920,1080,forklift,740,595,1314,1063
12876.jpg,1920,1080,forklift,893,264,1244,678
12877.jpg,1920,1080,forklift,35,265,536,739
12877.jpg,1920,1080,forklift,764,524,923,626
12880.jpg,1920,1080,forklift,1113,330,1267,502
12880.jpg,1920,1080,forklift,1566,96,1732,197
12881.jpg,1920,1080,forklift,196,547,428,754
12881.jpg,1920,1080,forklift,294,13,596,248
12882.jpg,1920,1080,forklift,1594,496,1843,707
12882.jpg,1920,1080,forklift,333,104,668,376
12883.jpg,1920,1080,forklift,1256,706,1582,1080
12883.jpg,1920,1080,forklift,385,814,629,1012
12884.jpg,1920,1080,forklift,238,838,363,963
12884.jpg,1920,1080,forklift,982,356,1095,426
12885.jpg,1920,1080,forklift,352,726,671,932
12885.jpg,1920,1080,forklift,1223,535,1601,771
12886.jpg,1920,1080,forklift,1409,232,1558,357
12886.jpg,1920,1080,forklift,455,131,598,266
12887.jpg,1920,1080,forklift,160,435,326,536
12887.jpg,1920,1080,forklift,159,19,320,146
12890.jpg,1920,1080,forklift,378,686,604,862
12890.jpg,1920,1080,forklift,185,149,307,248
12891.jpg,1920,1080,forklift,495,517,996,991
12891.jpg,1920,1080,forklift,1025,799,1229,964
12892.jpg,1920,1080,forklift,28,541,585,898
12892.jpg,1920,1080,forklift,577,175,776,296
12893.jpg,1920,1080,forklift,750,714,1154,1033
12893.jpg,1920,1080,forklift,1032,871,1185,1019
12894.jpg,1920,1080,forklift,370,854,550,993
12894.jpg,1920,1080,forklift,868,219,1235,516
12895.jpg,1920,1080,forklift,225,532,480,780
12895.jpg,1920,1080,forklift,1559,321,1726,457
12896.jpg,1920,1080,forklift,1443,295,1762,501
12896.jpg,1920,1080,forklift,168,335,291,424
12897.jpg,1920,1080,forklift,935,614,1238,842
12897.jpg,1920,1080,forklift,1407,454,1657,691
12900.jpg,1920,1080,forklift,208,172,773,618
12900.jpg,1920,1080,forklift,808,410,935,534
12901.jpg,1920,1080,forklift,410,609,676,771
12901.jpg,1920,1080,forklift,251,238,520,463
12902.jpg,1920,1080,forklift,729,487,1088,719
12902.jpg,1920,1080,forklift,1215,279,1622,641
12903.jpg,1920,1080,forklift,301,786,586,1017
12903.jpg,1920,1080,forklift,250,256,375,381
12904.jpg,1920,1080,forklift,60,101,208,213
12904.jpg,1920,1080,forklift,1700,69,1807,170
12905.jpg,1920,1080,forklift,783,619,923,767
12905.jpg,1920,1080,forklift,312,310,673,588
12906.jpg,1920,1080,forklift,1008,477,1500,879
12906.jpg,1920,1080,forklift,1355,509,1588,651
12907.jpg,1920,1080,forklift,703,553,1052,863
18792.jpg,1920,1080,forklift,303,135,712,416
18793.jpg,1920,1080,forklift,1170,50,1580,385
18793.jpg,1920,1080,forklift,537,87,907,356
18794.jpg,1920,1080,forklift,984,572,1183,701
18794.jpg,1920,1080,forklift,1429,133,1796,430
18795.jpg,1920,1080,forklift,1261,753,1660,996
18795.jpg,1920,1080,forklift,1335,585,1560,851
18796.jpg,1920,1080,forklift,662,701,1021,933
18796.jpg,1920,1080,forklift,146,272,324,407
18797.jpg,1920,1080,forklift,1375,423,1539,557
18797.jpg,1920,1080,forklift,713,195,1048,467
18800.jpg,1920,1080,forklift,319,775,680,1053
18800.jpg,1920,1080,forklift,230,757,373,892
18801.jpg,1920,1080,forklift,1420,823,1644,1060
18801.jpg,1920,1080,forklift,302,294,717,609
18802.jpg,1920,1080,forklift,1515,550,1702,700
18802.jpg,1920,1080,forklift,964,23,1276,287
18803.jpg,1920,1080,forklift,1071,768,1470,1011
18803.jpg,1920,1080,forklift,989,637,1338,947
18804.jpg,1920,1080,forklift,771,596,892,691
18804.jpg,1920,1080,forklift,89,261,415,635
18805.jpg,1920,1080,forklift,411,808,695,1034
18805.jpg,1920,1080,forklift,555,54,1120,500
18806.jpg,1920,1080,forklift,1357,675,1673,918
18806.jpg,1920,1080,forklift,136,397,231,493
18807.jpg,1920,1080,forklift,473,389,742,614
18807.jpg,1920,1080,forklift,39,299,158,399
18810.jpg,1920,1080,forklift,1003,402,1252,613
18810.jpg,1920,1080,forklift,37,355,216,524
18811.jpg,1920,1080,forklift,483,513,768,743
18811.jpg,1920,1080,forklift,1281,263,1368,340
18812.jpg,1920,1080,forklift,1136,971,1217,1064
18812.jpg,1920,1080,forklift,310,349,484,504
18813.jpg,1920,1080,forklift,1388,627,1907,1019
18813.jpg,1920,1080,forklift,179,747,405,921
18814.jpg,1920,1080,forklift,873,319,1062,466
18814.jpg,1920,1080,forklift,854,246,1125,454
18815.jpg,1920,1080,forklift,1189,554,1355,655
18815.jpg,1920,1080,forklift,1110,134,1422,385
18816.jpg,1920,1080,forklift,632,705,781,830
18816.jpg,1920,1080,forklift,276,440,760,822
18817.jpg,1920,1080,forklift,323,325,769,773
18817.jpg,1920,1080,forklift,1091,121,1583,523
18820.jpg,1920,1080,forklift,1254,236,1685,717
18820.jpg,1920,1080,forklift,1263,273,1821,634
18821.jpg,1920,1080,forklift,1409,798,1572,930
18821.jpg,1920,1080,forklift,1407,26,1585,161
18822.jpg,1920,1080,forklift,1238,480,1691,763
18822.jpg,1920,1080,forklift,376,396,699,651
18823.jpg,1920,1080,forklift,836,782,925,849
18823.jpg,1920,1080,forklift,335,197,460,345
18824.jpg,1920,1080,forklift,845,227,1053,448
18824.jpg,1920,1080,forklift,1551,209,1765,412
18825.jpg,1920,1080,forklift,1263,501,1544,731
18825.jpg,1920,1080,forklift,937,252,1260,507
18826.jpg,1920,1080,forklift,1245,752,1374,850
18826.jpg,1920,1080,forklift,1474,320,1832,549
18827.jpg,1920,1080,forklift,1216,549,1647,1030
18827.jpg,1920,1080,forklift,1066,111,1188,210
18830.jpg,1920,1080,forklift,944,170,1223,350
18830.jpg,1920,1080,forklift,1255,55,1548,292
18831.jpg,1920,1080,forklift,185,739,504,1059
18831.jpg,1920,1080,forklift,949,849,1085,1005
18832.jpg,1920,1080,forklift,277,402,603,776
18832.jpg,1920,1080,forklift,1594,599,1721,723
18833.jpg,1920,1080,forklift,1459,206,1897,645
18833.jpg,1920,1080,forklift,51,183,363,434
18834.jpg,1920,1080,forklift,663,708,950,942
18834.jpg,1920,1080,forklift,1471,750,1630,910
18835.jpg,1920,1080,forklift,174,536,429,792
18835.jpg,1920,1080,forklift,1446,460,1610,594
18836.jpg,1920,1080,forklift,1253,163,1682,569
18836.jpg,1920,1080,forklift,779,44,1298,436
18837.jpg,1920,1080,forklift,332,889,481,1014
18837.jpg,1920,1080,forklift,1158,675,1396,928
18840.jpg,1920,1080,forklift,1113,826,1412,1077
18840.jpg,1920,1080,forklift,1010,243,1402,658
18841.jpg,1920,1080,forklift,1231,614,1356,739
18841.jpg,1920,1080,forklift,929,419,1307,713
18842.jpg,1920,1080,forklift,569,634,925,904
18842.jpg,1920,1080,forklift,425,50,807,434
18843.jpg,1920,1080,forklift,66,683,269,844
18843.jpg,1920,1080,forklift,1337,357,1450,427
18844.jpg,1920,1080,forklift,611,339,1168,696
18844.jpg,1920,1080,forklift,100,111,219,237
18845.jpg,1920,1080,forklift,1172,575,1603,1056
18845.jpg,1920,1080,forklift,1376,291,1516,406
18846.jpg,1920,1080,forklift,661,377,948,611
18846.jpg,1920,1080,forklift,737,36,1175,475
18847.jpg,1920,1080,forklift,132,299,609,605
18847.jpg,1920,1080,forklift,1553,437,1712,539
18850.jpg,1920,1080,forklift,1482,705,1892,1040
18850.jpg,1920,1080,forklift,874,623,1089,863
18851.jpg,1920,1080,forklift,1177,638,1526,948
18851.jpg,1920,1080,forklift,1258,576,1462,741
18852.jpg,1920,1080,forklift,476,297,856,733
18852.jpg,1920,1080,forklift,1008,184,1416,515
18853.jpg,1920,1080,forklift,1510,868,1637,996
18853.jpg,1920,1080,forklift,49,476,161,594
18854.jpg,1920,1080,forklift,849,423,1486,861
18854.jpg,1920,1080,forklift,716,573,1041,831
18855.jpg,1920,1080,forklift,521,809,803,1032
18855.jpg,1920,1080,forklift,1311,206,1410,266
18856.jpg,1920,1080,forklift,233,702,326,777
18856.jpg,1920,1080,forklift,1037,563,1255,747
18857.jpg,1920,1080,forklift,1483,582,1763,807
18857.jpg,1920,1080,forklift,1704,179,1796,282
18860.jpg,1920,1080,forklift,1484,694,1920,1063
18860.jpg,1920,1080,forklift,1710,533,1799,628
18861.jpg,1920,1080,forklift,38,213,532,571
18861.jpg,1920,1080,forklift,724,67,1026,302
18862.jpg,1920,1080,forklift,339,584,721,968
18862.jpg,1920,1080,forklift,694,384,781,461
18863.jpg,1920,1080,forklift,1444,878,1653,1053
18863.jpg,1920,1080,forklift,1218,119,1434,282
18864.jpg,1920,1080,forklift,486,380,896,715
18865.jpg,1920,1080,forklift,442,537,720,715
18865.jpg,1920,1080,forklift,229,383,385,515
18866.jpg,1920,1080,forklift,189,454,428,608
18866.jpg,1920,1080,forklift,1636,494,1758,593
18867.jpg,1920,1080,forklift,635,335,1064,741
18870.jpg,1920,1080,forklift,178,341,810,828
18871.jpg,1920,1080,forklift,639,654,1031,1069
18871.jpg,1920,1080,forklift,657,205,820,392
18872.jpg,1920,1080,forklift,1090,326,1308,510
18872.jpg,1920,1080,forklift,1374,120,1773,378
18873.jpg,1920,1080,forklift,1146,526,1538,941
18873.jpg,1920,1080,forklift,560,117,749,235
18874.jpg,1920,1080,forklift,289,721,507,896
18874.jpg,1920,1080,forklift,717,562,1116,805
18875.jpg,1920,1080,forklift,693,553,1129,922
18875.jpg,1920,1080,forklift,350,72,576,248
18876.jpg,1920,1080,forklift,59,482,262,643
18876.jpg,1920,1080,forklift,216,392,297,485
18877.jpg,1920,1080,forklift,1213,456,1778,902
18877.jpg,1920,1080,forklift,802,183,1171,484
18880.jpg,1920,1080,forklift,1763,917,1911,1029
18880.jpg,1920,1080,forklift,963,237,1415,585
18881.jpg,1920,1080,forklift,665,464,988,719
18881.jpg,1920,1080,forklift,802,187,1034,394
18882.jpg,1920,1080,forklift,944,174,1352,504
18882.jpg,1920,1080,forklift,973,115,1085,233
18883.jpg,1920,1080,forklift,1237,588,1556,794
18883.jpg,1920,1080,forklift,210,415,663,698
18884.jpg,1920,1080,forklift,1091,472,1409,691
18884.jpg,1920,1080,forklift,1330,72,1704,373
18885.jpg,1920,1080,forklift,488,635,828,899
18885.jpg,1920,1080,forklift,325,493,681,763
18886.jpg,1920,1080,forklift,426,710,754,978
18886.jpg,1920,1080,forklift,891,580,1231,844
18887.jpg,1920,1080,forklift,1514,728,1694,867
18887.jpg,1920,1080,forklift,354,678,601,857
18890.jpg,1920,1080,forklift,670,506,1029,738
18890.jpg,1920,1080,forklift,185,222,280,318
18891.jpg,1920,1080,forklift,1302,0,1682,436
18892.jpg,1920,1080,forklift,798,630,1086,839
18892.jpg,1920,1080,forklift,400,210,778,504
18893.jpg,1920,1080,forklift,1391,311,1827,680
18894.jpg,1920,1080,forklift,1252,522,1365,610
18894.jpg,1920,1080,forklift,602,63,818,226
18895.jpg,1920,1080,forklift,735,112,1219,494
18895.jpg,1920,1080,forklift,108,0,434,374
18896.jpg,1920,1080,forklift,807,325,1372,771
18896.jpg,1920,1080,forklift,481,442,570,517
18897.jpg,1920,1080,forklift,891,558,1280,852
18897.jpg,1920,1080,forklift,972,142,1138,243
18900.jpg,1920,1080,forklift,1315,825,1520,992
18900.jpg,1920,1080,forklift,1424,618,1843,958
18901.jpg,1920,1080,forklift,921,393,1423,801
18902.jpg,1920,1080,forklift,869,619,1017,731
18902.jpg,1920,1080,forklift,1020,242,1412,657
18903.jpg,1920,1080,forklift,1118,590,1379,823
18903.jpg,1920,1080,forklift,77,581,199,680
18904.jpg,1920,1080,forklift,290,747,390,865
18904.jpg,1920,1080,forklift,231,594,554,849
18905.jpg,1920,1080,forklift,952,529,1161,704
18905.jpg,1920,1080,forklift,1249,90,1741,492
18906.jpg,1920,1080,forklift,639,627,1215,1045
18906.jpg,1920,1080,forklift,1400,648,1500,766
6813.jpg,1920,1080,forklift,965,928,1060,1024
6813.jpg,1920,1080,forklift,93,248,510,691
6814.jpg,1920,1080,forklift,629,840,713,909
6814.jpg,1920,1080,forklift,934,625,1116,750
6815.jpg,1920,1080,forklift,1674,837,1825,954
6815.jpg,1920,1080,forklift,1018,609,1120,708
6816.jpg,1920,1080,forklift,872,345,1145,532
6816.jpg,1920,1080,forklift,664,123,1073,404
6817.jpg,1920,1080,forklift,687,64,876,211
6817.jpg,1920,1080,forklift,1565,46,1803,199
6820.jpg,1920,1080,forklift,1447,667,1566,793
6820.jpg,1920,1080,forklift,14,183,137,283
6821.jpg,1920,1080,forklift,1417,129,1821,448
6821.jpg,1920,1080,forklift,1310,277,1476,378
6822.jpg,1920,1080,forklift,357,625,608,829
6822.jpg,1920,1080,forklift,1221,184,1342,279
6823.jpg,1920,1080,forklift,712,428,999,662
6823.jpg,1920,1080,forklift,482,196,818,552
6824.jpg,1920,1080,forklift,950,788,1194,986
6824.jpg,1920,1080,forklift,1558,552,1804,827
6825.jpg,1920,1080,forklift,230,815,474,1008
6825.jpg,1920,1080,forklift,1018,180,1396,416
6826.jpg,1920,1080,forklift,110,660,199,755
6826.jpg,1920,1080,forklift,429,445,714,675
6827.jpg,1920,1080,forklift,88,106,396,450
6827.jpg,1920,1080,forklift,1100,180,1207,281
6830.jpg,1920,1080,forklift,1198,496,1608,831
6830.jpg,1920,1080,forklift,769,225,1020,429
6831.jpg,1920,1080,forklift,1248,465,1474,606
6831.jpg,1920,1080,forklift,764,139,1016,346
6832.jpg,1920,1080,forklift,65,708,221,833
6832.jpg,1920,1080,forklift,552,207,807,463
6833.jpg,1920,1080,forklift,350,778,631,1060
6833.jpg,1920,1080,forklift,1744,476,1895,570
6834.jpg,1920,1080,forklift,348,591,985,1029
6834.jpg,1920,1080,forklift,1236,160,1426,378
6835.jpg,1920,1080,forklift,1001,221,1503,629
6836.jpg,1920,1080,forklift,455,605,1041,1080
6836.jpg,1920,1080,forklift,507,335,721,538
6837.jpg,1920,1080,forklift,1502,516,1909,839
6837.jpg,1920,1080,forklift,855,45,936,138
6840.jpg,1920,1080,forklift,331,720,647,963
6840.jpg,1920,1080,forklift,32,491,159,619
6841.jpg,1920,1080,forklift,49,465,550,939
6841.jpg,1920,1080,forklift,1440,415,1596,572
6842.jpg,1920,1080,forklift,788,914,900,1032
6842.jpg,1920,1080,forklift,1441,648,1760,968
6843.jpg,1920,1080,forklift,872,770,1156,996
6843.jpg,1920,1080,forklift,1110,589,1517,951
6844.jpg,1920,1080,forklift,1054,968,1147,1043
6844.jpg,1920,1080,forklift,1270,901,1450,1040
6845.jpg,1920,1080,forklift,83,374,521,813
6845.jpg,1920,1080,forklift,784,374,946,503
6846.jpg,1920,1080,forklift,283,342,530,521
6846.jpg,1920,1080,forklift,1443,68,1825,452
6847.jpg,1920,1080,forklift,1510,770,1765,1018
6850.jpg,1920,1080,forklift,385,913,546,1040
6850.jpg,1920,1080,forklift,1638,689,1884,964
6851.jpg,1920,1080,forklift,366,295,735,596
6851.jpg,1920,1080,forklift,337,282,501,416
6852.jpg,1920,1080,forklift,600,426,722,525
6852.jpg,1920,1080,forklift,1791,209,1916,357
6853.jpg,1920,1080,forklift,909,755,1276,1052
6853.jpg,1920,1080,forklift,597,193,692,289
6854.jpg,1920,1080,forklift,843,592,1098,848
6854.jpg,1920,1080,forklift,1709,532,1888,682
6855.jpg,1920,1080,forklift,1123,455,1665,872
6855.jpg,1920,1080,forklift,995,607,1250,863
6856.jpg,1920,1080,forklift,464,495,660,656
6856.jpg,1920,1080,forklift,1616,313,1805,460
6857.jpg,1920,1080,forklift,340,633,652,897
6857.jpg,1920,1080,forklift,303,361,422,438
6860.jpg,1920,1080,forklift,332,546,707,922
6860.jpg,1920,1080,forklift,302,381,551,581
6861.jpg,1920,1080,forklift,828,953,917,1048
6861.jpg,1920,1080,forklift,938,327,1063,475
6862.jpg,1920,1080,forklift,1039,339,1468,745
6862.jpg,1920,1080,forklift,970,296,1193,520
6863.jpg,1920,1080,forklift,693,705,1051,1044
6863.jpg,1920,1080,forklift,82,142,337,390
6864.jpg,1920,1080,forklift,189,334,439,585
6864.jpg,1920,1080,forklift,1264,225,1516,492
6865.jpg,1920,1080,forklift,1194,539,1385,731
6865.jpg,1920,1080,forklift,400,23,607,180
6866.jpg,1920,1080,forklift,1386,687,1685,938
6866.jpg,1920,1080,forklift,807,199,1299,601
6867.jpg,1920,1080,forklift,1047,57,1478,538
6867.jpg,1920,1080,forklift,814,151,1052,404
6870.jpg,1920,1080,forklift,621,486,847,627
6870.jpg,1920,1080,forklift,1224,88,1753,418
6871.jpg,1920,1080,forklift,1308,279,1560,546
6871.jpg,1920,1080,forklift,769,90,1186,533
6872.jpg,1920,1080,forklift,1454,581,1866,880
6872.jpg,1920,1080,forklift,408,190,607,319
6873.jpg,1920,1080,forklift,622,505,1179,862
6873.jpg,1920,1080,forklift,86,309,498,608
6874.jpg,1920,1080,forklift,254,669,566,933
6874.jpg,1920,1080,forklift,315,268,399,357
6875.jpg,1920,1080,forklift,1408,660,1689,890
6875.jpg,1920,1080,forklift,244,783,333,850
6876.jpg,1920,1080,forklift,740,595,1314,1063
6876.jpg,1920,1080,forklift,893,264,1244,678
6877.jpg,1920,1080,forklift,35,265,536,739
6877.jpg,1920,1080,forklift,764,524,923,626
6880.jpg,1920,1080,forklift,1113,330,1267,502
6880.jpg,1920,1080,forklift,1566,96,1732,197
6881.jpg,1920,1080,forklift,196,547,428,754
6881.jpg,1920,1080,forklift,294,13,596,248
6882.jpg,1920,1080,forklift,1594,496,1843,707
6882.jpg,1920,1080,forklift,333,104,668,376
6883.jpg,1920,1080,forklift,1256,706,1582,1080
6883.jpg,1920,1080,forklift,385,814,629,1012
6884.jpg,1920,1080,forklift,238,838,363,963
6884.jpg,1920,1080,forklift,982,356,1095,426
6885.jpg,1920,1080,forklift,352,726,671,932
6885.jpg,1920,1080,forklift,1223,535,1601,771
6886.jpg,1920,1080,forklift,1409,232,1558,357
6886.jpg,1920,1080,forklift,455,131,598,266
6887.jpg,1920,1080,forklift,160,435,326,536
6887.jpg,1920,1080,forklift,159,19,320,146
6890.jpg,1920,1080,forklift,378,686,604,862
6890.jpg,1920,1080,forklift,185,149,307,248
6891.jpg,1920,1080,forklift,495,517,996,991
6891.jpg,1920,1080,forklift,1025,799,1229,964
6892.jpg,1920,1080,forklift,28,541,585,898
6892.jpg,1920,1080,forklift,577,175,776,296
6893.jpg,1920,1080,forklift,750,714,1154,1033
6893.jpg,1920,1080,forklift,1032,871,1185,1019
6894.jpg,1920,1080,forklift,370,854,550,993
6894.jpg,1920,1080,forklift,868,219,1235,516
6895.jpg,1920,1080,forklift,225,532,480,780
6895.jpg,1920,1080,forklift,1559,321,1726,457
6896.jpg,1920,1080,forklift,1443,295,1762,501
6896.jpg,1920,1080,forklift,168,335,291,424
6897.jpg,1920,1080,forklift,935,614,1238,842
6897.jpg,1920,1080,forklift,1407,454,1657,691
6900.jpg,1920,1080,forklift,208,172,773,618
6900.jpg,1920,1080,forklift,808,410,935,534
6901.jpg,1920,1080,forklift,410,609,676,771
6901.jpg,1920,1080,forklift,251,238,520,463
6902.jpg,1920,1080,forklift,729,487,1088,719
6902.jpg,1920,1080,forklift,1215,279,1622,641
6903.jpg,1920,1080,forklift,301,786,586,1017
6903.jpg,1920,1080,forklift,250,256,375,381
6904.jpg,1920,1080,forklift,60,101,208,213
6904.jpg,1920,1080,forklift,1700,69,1807,170
6905.jpg,1920,1080,forklift,783,619,923,767
6905.jpg,1920,1080,forklift,312,310,673,588
6906.jpg,1920,1080,forklift,1008,477,1500,879
6906.jpg,1920,1080,forklift,1355,509,1588,651
6907.jpg,1920,1080,forklift,703,553,1052,863
6907.jpg,1920,1080,forklift,1564,32,1687,121
6910.jpg,1920,1080,forklift,1403,552,1704,907
6910.jpg,1920,1080,forklift,1165,691,1324,794
6911.jpg,1920,1080,forklift,1013,605,1316,833
6911.jpg,1920,1080,forklift,1037,57,1243,206
6912.jpg,1920,1080,forklift,582,328,943,606
6912.jpg,1920,1080,forklift,1209,46,1331,142
6913.jpg,1920,1080,forklift,55,349,626,810
6913.jpg,1920,1080,forklift,876,353,1049,483
6914.jpg,1920,1080,forklift,1327,319,1505,454
6914.jpg,1920,1080,forklift,1354,250,1476,349
6915.jpg,1920,1080,forklift,40,551,196,676
6915.jpg,1920,1080,forklift,624,117,785,244
6916.jpg,1920,1080,forklift,1163,527,1444,809
6916.jpg,1920,1080,forklift,546,20,790,300
6917.jpg,1920,1080,forklift,773,584,997,821
6917.jpg,1920,1080,forklift,1172,100,1518,361
6920.jpg,1920,1080,forklift,1279,760,1538,956
6920.jpg,1920,1080,forklift,608,587,695,664
6921.jpg,1920,1080,forklift,194,606,612,957
6921.jpg,1920,1080,forklift,137,580,355,755
6922.jpg,1920,1080,forklift,1033,823,1256,1047
6922.jpg,1920,1080,forklift,1629,78,1895,240
6923.jpg,1920,1080,forklift,514,639,891,945
6923.jpg,1920,1080,forklift,641,204,1183,621
6924.jpg,1920,1080,forklift,382,590,764,974
6924.jpg,1920,1080,forklift,369,19,911,436
6925.jpg,1920,1080,forklift,548,653,1000,1001
6925.jpg,1920,1080,forklift,888,579,1464,997
6926.jpg,1920,1080,forklift,1528,701,1676,813
6926.jpg,1920,1080,forklift,947,151,1213,313
6927.jpg,1920,1080,forklift,546,843,845,1025
24793.jpg,1920,1080,forklift,1133,523,1411,701
24793.jpg,1920,1080,forklift,1170,158,1746,576
24794.jpg,1920,1080,forklift,751,910,1015,1075
24794.jpg,1920,1080,forklift,728,159,1135,482
24795.jpg,1920,1080,forklift,524,830,702,965
24795.jpg,1920,1080,forklift,1168,409,1292,514
24796.jpg,1920,1080,forklift,1623,494,1909,765
24796.jpg,1920,1080,forklift,1503,79,1681,269
24797.jpg,1920,1080,forklift,195,609,546,1023
24797.jpg,1920,1080,forklift,76,748,299,972
24800.jpg,1920,1080,forklift,1105,578,1430,836
24800.jpg,1920,1080,forklift,624,536,753,634
24801.jpg,1920,1080,forklift,1379,749,1492,819
24801.jpg,1920,1080,forklift,1429,226,1803,527
24802.jpg,1920,1080,forklift,1178,516,1616,955
24802.jpg,1920,1080,forklift,884,296,1130,497
24803.jpg,1920,1080,forklift,1526,50,1877,464
24803.jpg,1920,1080,forklift,688,84,877,202
24804.jpg,1920,1080,forklift,174,408,477,636
24804.jpg,1920,1080,forklift,1429,133,1796,430
24805.jpg,1920,1080,forklift,401,574,1007,1031
24805.jpg,1920,1080,forklift,405,499,706,854
24806.jpg,1920,1080,forklift,1590,440,1877,674
24806.jpg,1920,1080,forklift,504,248,933,654
24807.jpg,1920,1080,forklift,867,374,1273,687
24807.jpg,1920,1080,forklift,183,115,815,602
24810.jpg,1920,1080,forklift,319,775,680,1053
24810.jpg,1920,1080,forklift,230,757,373,892
24811.jpg,1920,1080,forklift,1420,823,1644,1060
24811.jpg,1920,1080,forklift,302,294,717,609
24812.jpg,1920,1080,forklift,1515,550,1702,700
24812.jpg,1920,1080,forklift,964,23,1276,287
24813.jpg,1920,1080,forklift,1071,768,1470,1011
24813.jpg,1920,1080,forklift,989,637,1338,947
24814.jpg,1920,1080,forklift,771,596,892,691
24814.jpg,1920,1080,forklift,89,261,415,635
24815.jpg,1920,1080,forklift,411,808,695,1034
24815.jpg,1920,1080,forklift,555,54,1120,500
24816.jpg,1920,1080,forklift,1357,675,1673,918
24816.jpg,1920,1080,forklift,136,397,231,493
24817.jpg,1920,1080,forklift,473,389,742,614
24817.jpg,1920,1080,forklift,39,299,158,399
24820.jpg,1920,1080,forklift,1003,402,1252,613
24820.jpg,1920,1080,forklift,37,355,216,524
24821.jpg,1920,1080,forklift,1280,309,1606,573
24821.jpg,1920,1080,forklift,564,63,920,333
24822.jpg,1920,1080,forklift,60,568,321,801
24822.jpg,1920,1080,forklift,310,349,484,504
24823.jpg,1920,1080,forklift,1388,627,1907,1019
24823.jpg,1920,1080,forklift,179,747,405,921
24824.jpg,1920,1080,forklift,873,319,1062,466
24824.jpg,1920,1080,forklift,854,246,1125,454
24825.jpg,1920,1080,forklift,1189,554,1355,655
24825.jpg,1920,1080,forklift,1110,134,1422,385
24826.jpg,1920,1080,forklift,276,440,760,822
24826.jpg,1920,1080,forklift,282,316,555,503
24827.jpg,1920,1080,forklift,323,325,769,773
24827.jpg,1920,1080,forklift,1091,121,1583,523
24830.jpg,1920,1080,forklift,1254,236,1685,717
24830.jpg,1920,1080,forklift,1263,273,1821,634
24831.jpg,1920,1080,forklift,1409,798,1572,930
24831.jpg,1920,1080,forklift,1407,26,1585,161
24832.jpg,1920,1080,forklift,1238,480,1691,763
24832.jpg,1920,1080,forklift,376,396,699,651
24833.jpg,1920,1080,forklift,836,782,925,849
24833.jpg,1920,1080,forklift,335,197,460,345
24834.jpg,1920,1080,forklift,845,227,1053,448
24834.jpg,1920,1080,forklift,1551,209,1765,412
24835.jpg,1920,1080,forklift,1263,501,1544,731
24835.jpg,1920,1080,forklift,937,252,1260,507
24836.jpg,1920,1080,forklift,1245,752,1374,850
24836.jpg,1920,1080,forklift,1474,320,1832,549
24837.jpg,1920,1080,forklift,1216,549,1647,1030
24837.jpg,1920,1080,forklift,1066,111,1188,210
24840.jpg,1920,1080,forklift,944,170,1223,350
24840.jpg,1920,1080,forklift,1255,55,1548,292
24841.jpg,1920,1080,forklift,185,739,504,1059
24841.jpg,1920,1080,forklift,949,849,1153,1014
24842.jpg,1920,1080,forklift,277,402,603,776
24842.jpg,1920,1080,forklift,1594,599,1721,723
24843.jpg,1920,1080,forklift,1459,206,1897,645
24843.jpg,1920,1080,forklift,51,183,363,434
24844.jpg,1920,1080,forklift,663,708,950,942
24844.jpg,1920,1080,forklift,1471,750,1630,910
24845.jpg,1920,1080,forklift,174,536,429,792
24845.jpg,1920,1080,forklift,1446,460,1610,594
24846.jpg,1920,1080,forklift,1253,163,1682,569
24846.jpg,1920,1080,forklift,779,44,1298,436
24847.jpg,1920,1080,forklift,332,889,481,1014
